timestamp,coin_id,name,symbol,source,price_usd,volume_24h,price_change_24h,recommendation,coingecko_url
2026-09-18T12:01:44.004265,uniswap,Uniswap,uni,Top gainer,9.06,2063030840.0,32.33515,DO NOTHING,https://www.coingecko.com/en/coins/uniswap
2026-09-18T12:02:59.075768,namecoin,Namecoin,nmc,Recently Added,0.966105,1225.79,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-18T12:03:13.653141,primecoin,Primecoin,xpm,Recently Added,0.03409601,0.192711,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-18T12:03:28.240481,whitecoin,Whitecoin,xwc,Recently Added,0.00955915,908779,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-18T14:43:57.943827,uniswap,Uniswap,uni,Top gainer,8.67,2228524403.0,26.91208,DO NOTHING,https://www.coingecko.com/en/coins/uniswap
2026-09-18T16:21:10.490694,arbitrum,Arbitrum,arb,Top gainer,0.210555,771313452.0,29.16257,DO NOTHING,https://www.coingecko.com/en/coins/arbitrum
2026-09-18T16:21:25.275857,near,NEAR Protocol,near,Top gainer,3.62,2220288381.0,26.222,DO NOTHING,https://www.coingecko.com/en/coins/near
2026-09-18T16:21:39.882016,akedo,Akedo,ake,Top gainer,0.02610162,20464614.0,21.0048,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-18T16:22:56.287902,whitecoin,Whitecoin,xwc,Recently Added,0.01018004,913933,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-18T23:56:48.778139,akedo,Akedo,ake,Top gainer,0.04437107,114478355.0,110.688,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T00:03:06.472187,akedo,Akedo,ake,Top gainer,0.04424711,115028086.0,110.08755,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T00:03:20.966558,arbitrum,Arbitrum,arb,Top gainer,0.221973,764101892.0,27.44008,DO NOTHING,https://www.coingecko.com/en/coins/arbitrum
2026-09-19T00:04:36.221025,primecoin,Primecoin,xpm,Recently Added,0.03409601,0.192711,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-19T00:05:25.060672,akedo,Akedo,ake,Top gainer,0.04471836,115510684.0,112.0026,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T00:06:40.438739,namecoin,Namecoin,nmc,Recently Added,0.994233,5450.92,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-19T00:06:54.894148,primecoin,Primecoin,xpm,Recently Added,0.03409601,0.192711,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-19T00:07:09.403793,whitecoin,Whitecoin,xwc,Recently Added,0.01122406,835337,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-19T10:50:23.983121,akedo,Akedo,ake,Top gainer,0.060676,222906355.0,155.51012,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T12:27:54.325157,akedo,Akedo,ake,Top gainer,0.064631,237020664.0,149.01233,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T12:28:08.747080,morpho,Morpho,morpho,Top gainer,2.78,72802763.0,17.20768,DO NOTHING,https://www.coingecko.com/en/coins/morpho
2026-09-19T12:30:54.633273,akedo,Akedo,ake,Top gainer,0.064489,236437404.0,148.07662,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T12:31:20.952581,morpho,Morpho,morpho,Top gainer,2.78,73146261.0,17.22743,DO NOTHING,https://www.coingecko.com/en/coins/morpho
2026-09-19T12:31:35.411659,ethena,Ethena,ena,Top gainer,0.193573,652825162.0,15.33161,DO NOTHING,https://www.coingecko.com/en/coins/ethena
2026-09-19T13:17:12.971973,akedo,Akedo,ake,Top gainer,0.062186,226660923.0,154.72329,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T13:18:43.952049,namecoin,Namecoin,nmc,Recently Added,1.03,5487.43,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-19T13:18:58.488686,primecoin,Primecoin,xpm,Recently Added,0.03409601,0.192711,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-19T14:05:23.083146,akedo,Akedo,ake,Top gainer,0.062076,223219225.0,137.97857,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T14:06:50.392607,namecoin,Namecoin,nmc,Recently Added,1.026,5437.92,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-19T14:07:05.316098,primecoin,Primecoin,xpm,Recently Added,0.03409601,0.192711,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-19T14:33:11.132169,akedo,Akedo,ake,Top gainer,0.06181,222957765.0,144.14831,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T14:34:41.118598,namecoin,Namecoin,nmc,Recently Added,1.026,5404.8,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-19T14:34:55.467352,primecoin,Primecoin,xpm,Recently Added,0.03409601,0.192711,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-19T14:42:00.187187,akedo,Akedo,ake,Top gainer,0.062246,224152194.0,144.88714,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T14:42:14.285805,ethena,Ethena,ena,Top gainer,0.1984,715156104.0,21.80797,DO NOTHING,https://www.coingecko.com/en/coins/ethena
2026-09-19T14:45:18.059598,injective-protocol,Injective,inj,Top gainer,7.65,264638232.0,17.46505,DO NOTHING,https://www.coingecko.com/en/coins/injective-protocol
2026-09-19T14:45:32.294250,namecoin,Namecoin,nmc,Recently Added,1.025,5402.58,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-19T15:04:20.969903,avalanche-2,Avalanche,avax,Top gainer,9.33,714523039.0,17.07853,DO NOTHING,https://www.coingecko.com/en/coins/avalanche-2
2026-09-19T15:04:35.582326,namecoin,Namecoin,nmc,Recently Added,1.026,5404.59,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-19T15:48:16.656730,avalanche-2,Avalanche,avax,Top gainer,9.38,739240746.0,16.02806,DO NOTHING,https://www.coingecko.com/en/coins/avalanche-2
2026-09-19T15:49:32.029274,whitecoin,Whitecoin,xwc,Recently Added,0.01117853,943151,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-19T16:06:18.865738,akedo,Akedo,ake,Top gainer,0.062824,148382284.0,137.84224,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T16:06:33.409729,ethena,Ethena,ena,Top gainer,0.202242,821759439.0,23.70133,DO NOTHING,https://www.coingecko.com/en/coins/ethena
2026-09-19T16:08:00.252112,primecoin,Primecoin,xpm,Recently Added,0.03409601,0.192711,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-19T16:08:14.865136,whitecoin,Whitecoin,xwc,Recently Added,0.01130032,948476,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-19T16:49:51.850139,akedo,Akedo,ake,Top gainer,0.063297,230807863.0,143.99196,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T16:50:06.263750,ethena,Ethena,ena,Top gainer,0.198459,747613668.0,20.509,DO NOTHING,https://www.coingecko.com/en/coins/ethena
2026-09-19T16:51:33.532120,primecoin,Primecoin,xpm,Recently Added,0.03408868,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-19T16:52:00.074595,whitecoin,Whitecoin,xwc,Recently Added,0.01133024,921740,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-19T17:08:34.455245,akedo,Akedo,ake,Top gainer,0.06365,232362459.0,142.10217,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T17:10:05.676044,namecoin,Namecoin,nmc,Recently Added,1.028,917.56,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-19T17:10:31.077203,primecoin,Primecoin,xpm,Recently Added,0.0340893,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-19T17:52:31.739509,akedo,Akedo,ake,Top gainer,0.062377,227816968.0,139.13909,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T17:54:02.258136,namecoin,Namecoin,nmc,Recently Added,1.092,1347.12,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-19T17:54:16.579271,primecoin,Primecoin,xpm,Recently Added,0.03408974,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-19T18:11:44.766158,akedo,Akedo,ake,Top gainer,0.063047,230058159.0,142.61304,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T18:12:59.968691,namecoin,Namecoin,nmc,Recently Added,1.092,1344.13,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-19T18:13:14.446106,primecoin,Primecoin,xpm,Recently Added,0.03408901,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-19T18:13:28.904849,whitecoin,Whitecoin,xwc,Recently Added,0.01139533,962448,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-19T18:56:18.850234,avalanche-2,Avalanche,avax,Top gainer,9.61,772838220.0,18.79344,DO NOTHING,https://www.coingecko.com/en/coins/avalanche-2
2026-09-19T18:56:33.266935,namecoin,Namecoin,nmc,Recently Added,1.094,1391.01,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-19T19:02:04.597836,akedo,Akedo,ake,Top gainer,0.061944,222597159.0,121.47519,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T19:02:18.939619,ethena,Ethena,ena,Top gainer,0.205056,782879846.0,24.64126,DO NOTHING,https://www.coingecko.com/en/coins/ethena
2026-09-19T19:03:33.051887,primecoin,Primecoin,xpm,Recently Added,0.03408816,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-19T19:03:47.594634,whitecoin,Whitecoin,xwc,Recently Added,0.01141704,983025,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-19T19:13:59.527614,akedo,Akedo,ake,Top gainer,0.067912,248597686.0,137.459,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T19:14:14.110400,ethena,Ethena,ena,Top gainer,0.204434,723687863.0,24.56923,DO NOTHING,https://www.coingecko.com/en/coins/ethena
2026-09-19T19:15:28.811186,primecoin,Primecoin,xpm,Recently Added,0.03408897,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-19T19:15:43.371739,whitecoin,Whitecoin,xwc,Recently Added,0.01147629,983790,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-19T19:58:05.593168,akedo,Akedo,ake,Top gainer,0.062367,222851717.0,81.21349,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T19:58:19.958135,filecoin,Filecoin,fil,Top gainer,1.095,294495581.0,22.68726,DO NOTHING,https://www.coingecko.com/en/coins/filecoin
2026-09-19T19:59:34.846806,primecoin,Primecoin,xpm,Recently Added,0.03408955,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-19T19:59:49.385250,whitecoin,Whitecoin,xwc,Recently Added,0.01129154,952550,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-19T20:04:18.431156,akedo,Akedo,ake,Top gainer,0.062683,224727256.0,80.58623,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T20:05:49.342521,namecoin,Namecoin,nmc,Recently Added,1.093,1213.05,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-19T20:06:15.930100,primecoin,Primecoin,xpm,Recently Added,0.03409011,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-19T20:06:30.420186,whitecoin,Whitecoin,xwc,Recently Added,0.01131572,953764,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-19T20:16:15.016919,akedo,Akedo,ake,Top gainer,0.063833,225640193.0,75.27178,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T20:16:29.492607,filecoin,Filecoin,fil,Top gainer,1.11,310127480.0,25.36401,DO NOTHING,https://www.coingecko.com/en/coins/filecoin
2026-09-19T20:16:43.993067,ethena,Ethena,ena,Top gainer,0.200562,765814980.0,21.23556,DO NOTHING,https://www.coingecko.com/en/coins/ethena
2026-09-19T20:17:59.035490,whitecoin,Whitecoin,xwc,Recently Added,0.01111393,934999,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-19T21:19:33.958692,injective-protocol,Injective,inj,Top gainer,7.87,275489696.0,18.31299,DO NOTHING,https://www.coingecko.com/en/coins/injective-protocol
2026-09-19T21:19:48.283367,namecoin,Namecoin,nmc,Recently Added,1.092,1209.57,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-19T22:21:19.066316,akedo,Akedo,ake,Top gainer,0.06452,171521766.0,65.60395,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T22:22:33.820978,namecoin,Namecoin,nmc,Recently Added,1.09,1177.66,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-19T22:22:48.500477,primecoin,Primecoin,xpm,Recently Added,0.0340895,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-19T23:00:19.521708,akedo,Akedo,ake,Top gainer,0.064007,167615790.0,55.83913,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T23:01:32.121817,avalanche-2,Avalanche,avax,Top gainer,9.71,860912138.0,17.84913,DO NOTHING,https://www.coingecko.com/en/coins/avalanche-2
2026-09-19T23:01:46.520039,namecoin,Namecoin,nmc,Recently Added,1.09,1175.77,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-19T23:23:37.947818,akedo,Akedo,ake,Top gainer,0.063741,165221315.0,50.97833,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-19T23:25:08.797863,namecoin,Namecoin,nmc,Recently Added,1.089,1121.32,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-19T23:25:23.369043,primecoin,Primecoin,xpm,Recently Added,0.03408973,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-20T00:03:03.721144,akedo,Akedo,ake,Top gainer,0.064032,159603228.0,44.87864,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-20T00:03:18.200785,ethena,Ethena,ena,Top gainer,0.200946,780070902.0,18.40809,DO NOTHING,https://www.coingecko.com/en/coins/ethena
2026-09-20T00:04:32.977442,primecoin,Primecoin,xpm,Recently Added,0.03408741,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-20T00:04:47.397176,whitecoin,Whitecoin,xwc,Recently Added,0.01090597,875283,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-20T00:26:22.486566,akedo,Akedo,ake,Top gainer,0.06406,156339145.0,41.40745,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-20T00:27:37.391721,namecoin,Namecoin,nmc,Recently Added,1.089,1120.25,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-20T00:27:52.124662,primecoin,Primecoin,xpm,Recently Added,0.03409051,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-20T00:28:07.457324,whitecoin,Whitecoin,xwc,Recently Added,0.01086003,880054,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-20T01:06:19.779455,ethena,Ethena,ena,Top gainer,0.202483,823056872.0,20.77189,DO NOTHING,https://www.coingecko.com/en/coins/ethena
2026-09-20T01:06:34.337081,namecoin,Namecoin,nmc,Recently Added,1.091,1128.42,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-20T01:28:26.826960,akedo,Akedo,ake,Top gainer,0.06464,151853586.0,45.02869,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-20T01:29:41.547606,namecoin,Namecoin,nmc,Recently Added,1.091,1125.54,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-20T01:29:56.008727,primecoin,Primecoin,xpm,Recently Added,0.03409051,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-20T01:30:10.945066,whitecoin,Whitecoin,xwc,Recently Added,0.01102874,894319,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-20T02:07:53.444838,akedo,Akedo,ake,Top gainer,0.064895,149429967.0,39.15087,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-20T02:08:07.624093,avalanche-2,Avalanche,avax,Top gainer,10.18,1000716090.0,24.11458,DO NOTHING,https://www.coingecko.com/en/coins/avalanche-2
2026-09-20T02:09:37.369579,primecoin,Primecoin,xpm,Recently Added,0.03409051,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-20T02:09:51.598476,whitecoin,Whitecoin,xwc,Recently Added,0.01101959,881945,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-20T02:30:29.886656,akedo,Akedo,ake,Top gainer,0.064743,147928070.0,38.81869,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-20T02:31:55.340413,namecoin,Namecoin,nmc,Recently Added,1.091,1124.76,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-20T02:32:09.715097,primecoin,Primecoin,xpm,Recently Added,0.03409051,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-20T02:32:24.223977,whitecoin,Whitecoin,xwc,Recently Added,0.01103939,877532,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-20T03:10:10.989678,akedo,Akedo,ake,Top gainer,0.064496,145170607.0,39.92212,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-20T03:11:37.032943,namecoin,Namecoin,nmc,Recently Added,1.091,1126.27,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-20T03:11:51.349430,primecoin,Primecoin,xpm,Recently Added,0.03409051,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-20T03:12:05.698827,whitecoin,Whitecoin,xwc,Recently Added,0.01096559,864300,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-20T03:32:43.400409,akedo,Akedo,ake,Top gainer,0.064754,144631076.0,43.5277,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-20T03:34:13.437234,namecoin,Namecoin,nmc,Recently Added,1.09,1128.1,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-20T03:34:28.011564,primecoin,Primecoin,xpm,Recently Added,0.03409051,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-20T04:12:36.765716,akedo,Akedo,ake,Top gainer,0.068703,151599700.0,57.68851,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-20T04:14:06.222920,namecoin,Namecoin,nmc,Recently Added,1.09,1126.5,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-20T04:35:28.663289,akedo,Akedo,ake,Top gainer,0.065965,145598992.0,50.75394,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-20T04:36:55.104693,namecoin,Namecoin,nmc,Recently Added,1.089,1127.97,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-20T04:37:10.272366,primecoin,Primecoin,xpm,Recently Added,0.03409051,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-20T04:37:24.615768,whitecoin,Whitecoin,xwc,Recently Added,0.01071399,846479,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-20T05:15:26.596176,akedo,Akedo,ake,Top gainer,0.060888,135156711.0,42.06822,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-20T05:16:52.549369,namecoin,Namecoin,nmc,Recently Added,1.088,1140.19,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-20T05:17:06.974285,primecoin,Primecoin,xpm,Recently Added,0.03409051,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-20T05:17:21.370198,whitecoin,Whitecoin,xwc,Recently Added,0.01008123,802727,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-20T05:37:43.839371,akedo,Akedo,ake,Top gainer,0.063885,144428967.0,51.35018,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-20T05:39:13.608601,namecoin,Namecoin,nmc,Recently Added,1.09,1210.75,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-20T06:18:55.665803,blockstack,Stacks,stx,Top gainer,0.321502,53338411.0,12.9697,DO NOTHING,https://www.coingecko.com/en/coins/blockstack
2026-09-20T06:19:10.026839,namecoin,Namecoin,nmc,Recently Added,1.09,1219.3,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-20T06:19:24.414907,primecoin,Primecoin,xpm,Recently Added,0.03409051,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-20T06:41:43.743033,avalanche-2,Avalanche,avax,Top gainer,9.61,1098211418.0,14.73622,DO NOTHING,https://www.coingecko.com/en/coins/avalanche-2
2026-09-20T06:41:58.022720,namecoin,Namecoin,nmc,Recently Added,1.091,1222.38,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-20T06:42:12.415538,primecoin,Primecoin,xpm,Recently Added,0.03409051,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-20T07:20:24.490139,akedo,Akedo,ake,Top gainer,0.067688,143966101.0,38.49853,DO NOTHING,https://www.coingecko.com/en/coins/akedo
2026-09-20T07:21:50.279629,namecoin,Namecoin,nmc,Recently Added,1.091,1273.56,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-20T07:22:04.710638,primecoin,Primecoin,xpm,Recently Added,0.03409051,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-20T07:22:19.217929,whitecoin,Whitecoin,xwc,Recently Added,0.01028126,840425,DO NOTHING,https://www.coingecko.com/en/coins/whitecoin
2026-09-20T07:44:00.707883,blockstack,Stacks,stx,Top gainer,0.323282,55079397.0,15.30952,DO NOTHING,https://www.coingecko.com/en/coins/blockstack
2026-09-20T07:44:15.148292,namecoin,Namecoin,nmc,Recently Added,1.09,1506.18,DO NOTHING,https://www.coingecko.com/en/coins/namecoin
2026-09-20T07:44:29.523299,primecoin,Primecoin,xpm,Recently Added,0.03409051,1.031,DO NOTHING,https://www.coingecko.com/en/coins/primecoin
2026-09-20T08:22:50.379364,memecore,MemeCore,m,Top gainer,1.68,4222370.0,29.69737,DO NOTHING,https://www.coingecko.com/en/coins/memecore
2026-09-20T08:23:16.625247,akedo,Akedo,ake,Top gainer,0.072282,151163485.0,25.09718,DO NOTHING,https://www.coingecko.com/en/coins/akedo
